GEOID,county_name,total_population,equity_need_score,commute_burden_score,is_transit_desert,transit_access_index,median_household_income,predicted_burden_score,high_priority_flag
06097151301,Sonoma,4176,0.5132,0.0942,1,0.0,73953,0.0991,0
06097151305,Sonoma,6385,0.5033,0.0862,1,0.0,76780,0.1119,0
06097151306,Sonoma,3804,0.4755,0.1143,1,0.0,97630,0.0824,0
06097151310,Sonoma,5838,0.4628,0.0481,1,0.0,89631,0.1139,0
06013369001,Contra Costa,7347,0.5285,0.1102,1,0.0,67994,0.139,1
06001408200,Alameda,4471,0.5474,0.1822,1,0.0,79821,0.1467,1
06001408400,Alameda,4077,0.5332,0.1108,1,0.0,63994,0.1164,0
06001408500,Alameda,5634,0.53,0.1007,1,0.0,61750,0.0931,0
06001408600,Alameda,6519,0.5022,0.0927,1,0.0,80114,0.1471,1
06001408700,Alameda,7456,0.5547,0.1291,1,0.0,45500,0.1328,1
06097151504,Sonoma,4178,0.3324,0.0606,1,0.0,154650,0.0627,0
06097151311,Sonoma,7364,0.4317,0.0987,1,0.0,113654,0.1225,0
06001408800,Alameda,7968,0.4701,0.0936,0,0.3352050352707192,44100,0.1079,0
06001408900,Alameda,3956,0.5012,0.173,0,0.3789549844351795,44077,0.146,1
06001409100,Alameda,2532,0.5447,0.1534,1,0.0,72204,0.1213,0
06001409200,Alameda,3615,0.5358,0.1384,1,0.0,73621,0.129,1
06001409300,Alameda,5743,0.4965,0.0241,1,0.0,56058,0.1059,0
06095252702,Solano,6893,0.5872,0.2241,1,0.0,66590,0.1797,1
06013306002,Contra Costa,4439,0.4966,0.1771,0,0.029692199219904,100132,0.1494,1
06013326000,Contra Costa,3639,0.3951,0.1558,1,0.0,147569,0.1595,1
06013340001,Contra Costa,6118,0.4671,0.2273,0,0.0667966077562731,119792,0.172,1
06013301000,Contra Costa,5329,0.5753,0.3663,1,0.0,108882,0.1505,1
06013361000,Contra Costa,4973,0.4544,0.1292,1,0.0,110341,0.1557,1
06013352102,Contra Costa,5187,0.2762,0.1145,1,0.0,239886,0.1602,1
06013338302,Contra Costa,5513,0.3035,0.1068,1,0.0,193873,0.1478,1
06013346101,Contra Costa,3364,0.3029,0.1482,1,0.0,222857,0.1672,1
06013378000,Contra Costa,3887,0.4156,0.1332,1,0.0,129870,0.1615,1
06013349000,Contra Costa,5815,0.4154,0.091,0,0.0206337559551465,116875,0.1215,0
06013369002,Contra Costa,2728,0.4886,0.0429,1,0.0,72821,0.1505,1
06013345105,Contra Costa,6233,0.3126,0.1029,1,0.0,183444,0.1048,0
06013337300,Contra Costa,5994,0.3998,0.2115,1,0.0,159250,0.1726,1
06013343003,Contra Costa,3847,0.3441,0.1047,1,0.0,160786,0.1613,1
06013345103,Contra Costa,5286,0.344,0.2277,1,0.0,220852,0.109,0
06013352202,Contra Costa,2674,0.3169,0.0726,1,0.0,169591,0.1645,1
06013346102,Contra Costa,5396,0.2897,0.1643,1,0.0,250001,0.1497,1
06013321200,Contra Costa,5616,0.4785,0.1645,1,0.0,107025,0.1374,1
06013325000,Contra Costa,6161,0.3656,0.0848,0,0.0077230821478762,143520,0.0998,0
06013343001,Contra Costa,5940,0.3884,0.191,1,0.0,159744,0.1468,1
06013321102,Contra Costa,6133,0.3957,0.1304,1,0.0,139167,0.1687,1
06013307204,Contra Costa,4567,0.5459,0.2726,1,0.0,101549,0.2182,1
06001409400,Alameda,4710,0.5154,0.081,1,0.0,66602,0.125,0
06001409500,Alameda,4291,0.5538,0.1707,0,0.0875916581494315,54000,0.1501,1
06001409600,Alameda,5139,0.5157,0.0599,1,0.0,54012,0.1117,0
06001409700,Alameda,5240,0.528,0.0784,1,0.0,47161,0.1028,0
06001410100,Alameda,3172,0.5377,0.1769,1,0.0,84135,0.1394,1
06095250900,Solano,2911,0.5364,0.0897,1,0.0,39709,0.1335,1
06095252104,Solano,5837,0.3928,0.1937,1,0.0,158229,0.1456,1
06095252102,Solano,4224,0.4791,0.1557,1,0.0,105109,0.183,1
06095252604,Solano,4004,0.4841,0.1398,1,0.0,100122,0.1352,1
06095251902,Solano,5481,0.5555,0.2567,1,0.0,93750,0.1784,1
06095252910,Solano,4900,0.4442,0.1575,1,0.0,120795,0.1354,1
06001410200,Alameda,3238,0.5321,0.1367,1,0.0,75106,0.1084,0
06001410400,Alameda,4687,0.529,0.1546,1,0.0,82188,0.1069,0
06001420100,Alameda,2631,0.2864,0.0778,0,0.0450372596538955,188125,0.1036,0
06001420200,Alameda,3275,0.3639,0.1275,0,0.1408561075595291,140508,0.1009,0
06001420500,Alameda,2548,0.4155,0.1239,1,0.0,127000,0.0991,0
06001421100,Alameda,2108,0.345,0.2463,1,0.0,234243,0.1298,1
06001421400,Alameda,1638,0.3079,0.1375,1,0.0,208500,0.1141,0
06001421700,Alameda,3421,0.4246,0.0626,1,0.0,108339,0.1045,0
06001421800,Alameda,2260,0.298,0.1046,0,0.1660942007561862,171168,0.1112,0
06001421900,Alameda,4141,0.3314,0.1446,0,0.1665268214385992,160063,0.1101,0
06001420600,Alameda,3488,0.3395,0.1185,1,0.0,169868,0.1222,0
06075023102,San Francisco,3569,0.4524,0.2065,0,0.7,46786,0.1775,1
06075023200,San Francisco,4222,0.2733,0.1026,0,0.7,122803,0.1096,0
06075023300,San Francisco,3950,0.3717,0.0942,0,0.7,74844,0.1306,1
06075022901,San Francisco,4386,0.3187,0.0793,0,0.7,96964,0.0811,0
06001407000,Alameda,6202,0.4631,0.0498,1,0.0,89755,0.0774,0
06001407200,Alameda,6544,0.4876,0.1368,0,0.3093203250698152,59937,0.1179,0
06085504316,Santa Clara,5410,0.31,0.0755,1,0.0,174706,0.0698,0
06001407300,Alameda,2459,0.5604,0.2116,0,0.0206891871431726,77813,0.1857,1
06001407400,Alameda,4242,0.5429,0.1197,1,0.0,57961,0.0894,0
06001407600,Alameda,6459,0.4945,0.0998,1,0.0,86761,0.1438,1
06001407700,Alameda,4238,0.4636,0.1784,1,0.0,116814,0.1244,0
06001407800,Alameda,2769,0.5095,0.2526,1,0.0,113438,0.1828,1
06085503324,Santa Clara,3420,0.3616,0.1319,1,0.0,158404,0.1005,0
06001423700,Alameda,3606,0.45,0.1153,1,0.0,108750,0.1012,0
06001423800,Alameda,3425,0.3206,0.1422,0,0.011344941456189,191838,0.1287,0
06085503509,Santa Clara,4396,0.4026,0.1439,1,0.0,139130,0.1001,0
06001423901,Alameda,2258,0.3526,0.1386,0,0.5835946548848362,105625,0.1182,0
06001427700,Alameda,5009,0.4285,0.1265,1,0.0,120804,0.1364,1
06001427800,Alameda,4274,0.4078,0.1265,1,0.0,132647,0.1193,0
06085504317,Santa Clara,3763,0.3509,0.1117,0,0.0095762393712581,157610,0.1013,0
06085504319,Santa Clara,6720,0.2619,0.0752,0,0.2324356709510867,175625,0.0959,0
06085504320,Santa Clara,3000,0.2946,0.0511,1,0.0,176500,0.0551,0
06001424001,Alameda,3631,0.4341,0.1249,0,0.3574964834455492,87500,0.1139,0
06001428100,Alameda,4866,0.3631,0.1234,1,0.0,155071,0.1121,0
06001428200,Alameda,6475,0.4723,0.1334,1,0.0,103333,0.1589,1
06085503511,Santa Clara,3499,0.4437,0.1254,1,0.0,114167,0.0846,0
06085503601,Santa Clara,3582,0.4812,0.1191,0,0.0723881216084989,90750,0.1599,1
06085504321,Santa Clara,5412,0.3211,0.0906,1,0.0,172857,0.1033,0
06085504410,Santa Clara,4124,0.3247,0.0296,0,0.0752160192772523,143173,0.0706,0
06085507003,Santa Clara,3074,0.2463,0.0551,1,0.0,240179,0.0737,0
06081602601,San Mateo,4096,0.3547,0.1131,1,0.0,156595,0.0937,0
06081602001,San Mateo,3946,0.3677,0.0824,1,0.0,141995,0.1249,0
06013367100,Contra Costa,5773,0.5884,0.2273,1,0.0,66885,0.2198,1
06085503510,Santa Clara,4565,0.4446,0.0704,1,0.0,101607,0.097,0
06085507004,Santa Clara,3926,0.2541,0.0155,1,0.0,198306,0.0457,0
06085502204,Santa Clara,3242,0.5363,0.1248,1,0.0,67552,0.085,0
06085502203,Santa Clara,4211,0.3574,0.023,1,0.0,132125,0.0367,0
06085501902,Santa Clara,3385,0.3681,0.0857,1,0.0,142981,0.1113,0
06085502104,Santa Clara,2634,0.4125,0.0982,1,0.0,121875,0.1107,0
06085502103,Santa Clara,4261,0.4791,0.0503,1,0.0,81283,0.1162,0
06085504424,Santa Clara,5269,0.3343,0.0508,1,0.0,151302,0.1082,0
06085505015,Santa Clara,5229,0.3024,0.0562,1,0.0,173345,0.0955,0
06085505012,Santa Clara,2879,0.2707,0.0527,1,0.0,201190,0.102,0
06085505014,Santa Clara,6023,0.36,0.0508,1,0.0,137273,0.0857,0
06085505010,Santa Clara,4473,0.2784,0.0515,1,0.0,191326,0.0745,0
06085501901,Santa Clara,2618,0.3648,0.0219,1,0.0,126917,0.0674,0
06085511502,Santa Clara,3223,0.2117,0.0083,1,0.0,250001,0.0454,0
06085504903,Santa Clara,4970,0.2734,0.0116,1,0.0,177569,0.0614,0
06085504808,Santa Clara,2251,0.3817,0.0702,1,0.0,131276,0.0375,0
06085511501,Santa Clara,4820,0.2598,0.0237,1,0.0,196429,0.0564,0
06085512057,Santa Clara,4125,0.3273,0.0363,1,0.0,151146,0.0378,0
06085512059,Santa Clara,6927,0.3636,0.0994,1,0.0,148700,0.1071,0
06085503339,Santa Clara,3934,0.2977,0.1804,1,0.0,250001,0.0812,0
06085503338,Santa Clara,4092,0.2609,0.1067,1,0.0,250001,0.0881,0
06085512056,Santa Clara,3125,0.4876,0.1544,1,0.0,101111,0.0876,0
06085503219,Santa Clara,2648,0.4917,0.0165,1,0.0,57723,0.0695,0
06085503222,Santa Clara,6103,0.4385,0.0328,1,0.0,95912,0.067,0
06085509111,Santa Clara,4205,0.3125,0.0307,1,0.0,157311,0.0726,0
06085507705,Santa Clara,4092,0.2292,0.0434,1,0.0,250001,0.0459,0
06085507704,Santa Clara,3344,0.2494,0.0375,1,0.0,219286,0.0389,0
06085512058,Santa Clara,5504,0.4364,0.1095,1,0.0,113893,0.0878,0
06085504807,Santa Clara,5841,0.2441,0.0309,1,0.0,222917,0.0467,0
06085508205,Santa Clara,3882,0.272,0.0431,1,0.0,193292,0.0562,0
06085508510,Santa Clara,3500,0.3937,0.0073,1,0.0,110288,0.0662,0
06085508206,Santa Clara,3934,0.2708,0.0584,1,0.0,204750,0.0628,0
06085512513,Santa Clara,3761,0.5178,0.1615,1,0.0,90213,0.1433,1
06085512512,Santa Clara,4052,0.5733,0.2635,1,0.0,88587,0.1289,1
06085512514,Santa Clara,2924,0.4647,0.224,1,0.0,127266,0.112,0
06085512516,Santa Clara,4525,0.374,0.1229,1,0.0,149424,0.1298,1
06085508305,Santa Clara,5604,0.3924,0.017,1,0.0,113040,0.0496,0
06085504509,Santa Clara,4740,0.2477,0.0291,0,0.1370613609729841,184063,0.0975,0
06085501601,Santa Clara,4088,0.4397,0.1106,1,0.0,112793,0.0956,0
06085501602,Santa Clara,3255,0.5121,0.0463,1,0.0,47000,0.0816,0
06085506505,Santa Clara,4333,0.3718,0.0554,1,0.0,132950,0.0594,0
06085504510,Santa Clara,4325,0.3368,0.039,0,0.0595762374344953,139957,0.0731,0
06085508708,Santa Clara,4917,0.2267,0.0185,1,0.0,245007,0.0511,0
06085505902,Santa Clara,3950,0.4296,0.0587,1,0.0,105542,0.0749,0
06085503127,Santa Clara,4723,0.3438,0.1002,1,0.0,159375,0.1235,0
06085503126,Santa Clara,3770,0.376,0.0808,1,0.0,136865,0.1219,0
06085503124,Santa Clara,5747,0.4455,0.0668,1,0.0,100742,0.1116,0
06085503125,Santa Clara,3663,0.3696,0.1537,1,0.0,159792,0.0792,0
06085512055,Santa Clara,3532,0.4088,0.0312,1,0.0,108393,0.0859,0
06085509002,Santa Clara,3954,0.387,0.0479,1,0.0,121964,0.096,0
06085509001,Santa Clara,2929,0.4074,0.0197,1,0.0,106389,0.0969,0
06085508306,Santa Clara,3130,0.2328,0.006,1,0.0,221250,0.0317,0
06085502704,Santa Clara,4143,0.2914,0.0907,1,0.0,199167,0.0439,0
06001428301,Alameda,7203,0.3396,0.176,1,0.0,191875,0.156,1
06001428302,Alameda,7022,0.2989,0.1428,1,0.0,225500,0.1408,1
06001428400,Alameda,4756,0.4885,0.1243,1,0.0,94231,0.1968,1
06001430900,Alameda,5214,0.4509,0.1206,0,0.0520002620789998,105227,0.1099,0
06055201102,Napa,2053,0.3633,0.0433,1,0.0,134167,0.1368,1
06075022803,San Francisco,4430,0.1851,0.0417,0,0.6999999999999998,153750,0.0821,0
06075047702,San Francisco,3654,0.2603,0.0423,0,0.7,114892,0.0842,0
06075035202,San Francisco,4878,0.3743,0.204,0,0.7,100701,0.154,1
06075013300,San Francisco,4284,0.1783,0.0899,0,0.7,173851,0.103,0
06075025403,San Francisco,4244,0.1859,0.0848,0,0.7,166935,0.0915,0
06075022702,San Francisco,2152,0.1166,0.076,0,0.6999999999999998,240922,0.0747,0
06001431000,Alameda,3091,0.4474,0.1244,0,0.292100348142874,87083,0.1299,1
06001432100,Alameda,3892,0.3261,0.0981,1,0.0,172278,0.1197,0
06085503325,Santa Clara,4391,0.3005,0.0506,1,0.0,172955,0.0634,0
06085503602,Santa Clara,5255,0.5021,0.1201,1,0.0,88235,0.0938,0
06085503703,Santa Clara,3888,0.502,0.0904,1,0.0,78750,0.12,0
06085503712,Santa Clara,4340,0.4988,0.0569,1,0.0,70285,0.0802,0
06001428000,Alameda,2906,0.5313,0.1904,1,0.0,90750,0.1675,1
06001428500,Alameda,3302,0.3945,0.1238,1,0.0,138571,0.1351,1
06001428600,Alameda,3235,0.3981,0.0478,1,0.0,116833,0.1445,1
06001430300,Alameda,4290,0.3329,0.1049,1,0.0,169646,0.1157,0
06001430400,Alameda,2155,0.2935,0.1067,1,0.0,206750,0.1178,0
06001430700,Alameda,4085,0.4917,0.228,1,0.0,115625,0.1554,1
06085503708,Santa Clara,2662,0.4328,0.0782,1,0.0,108281,0.1334,1
06013304006,Contra Costa,3292,0.4045,0.3199,1,0.0,200990,0.1411,1
06013392202,Contra Costa,4724,0.4812,0.1835,1,0.0,110417,0.1442,1
06013392201,Contra Costa,4867,0.4929,0.1672,1,0.0,101648,0.1826,1
06013303210,Contra Costa,3598,0.5067,0.1915,1,0.0,100994,0.1211,0
06013355121,Contra Costa,6409,0.311,0.1867,1,0.0,244000,0.1357,1
06013355124,Contra Costa,4601,0.3265,0.2379,1,0.0,250001,0.1798,1
06013345205,Contra Costa,5779,0.3362,0.096,1,0.0,163667,0.1182,0
06013355126,Contra Costa,5773,0.301,0.1869,1,0.0,250001,0.1646,1
06001422500,Alameda,4467,0.5055,0.0674,0,0.053743840304662,58558,0.0826,0
06001422700,Alameda,4803,0.5093,0.0368,1,0.0,42417,0.0538,0
06001423000,Alameda,4549,0.4339,0.0647,0,0.2137169296266307,86917,0.1154,0
06001423100,Alameda,4275,0.5423,0.1665,0,0.1074265994641921,61161,0.1337,1
06001424002,Alameda,2663,0.4352,0.06,1,0.0,103393,0.0925,0
06075030202,San Francisco,4209,0.2196,0.1093,0,0.7,153412,0.111,0
06075026001,San Francisco,6416,0.2875,0.0943,0,0.7,114563,0.1038,0
06075026003,San Francisco,4920,0.3125,0.0692,0,0.6999999999999998,98177,0.0887,0
06075026404,San Francisco,2507,0.3745,0.1613,0,0.7,91463,0.1251,0
06001426200,Alameda,4861,0.2443,0.0736,1,0.0,250001,0.1129,0
06001427100,Alameda,4222,0.29,0.1127,1,0.0,215045,0.122,0
06001427200,Alameda,4508,0.4232,0.1065,1,0.0,118571,0.1354,1
06085503401,Santa Clara,4329,0.4749,0.0711,1,0.0,89321,0.1133,0
06013314106,Contra Costa,4176,0.5666,0.2384,0,0.1291991138737265,68352,0.1659,1
06013302011,Contra Costa,4915,0.519,0.3363,1,0.0,128703,0.1727,1
06013340003,Contra Costa,3718,0.3458,0.1071,1,0.0,160208,0.1155,0
06013355307,Contra Costa,4397,0.4349,0.2278,1,0.0,145430,0.1506,1
06013355119,Contra Costa,5288,0.497,0.4024,1,0.0,158343,0.1732,1
06013355120,Contra Costa,4036,0.5856,0.3222,1,0.0,94839,0.2263,1
06013313106,Contra Costa,7094,0.4516,0.2158,1,0.0,133548,0.1768,1
06013303206,Contra Costa,5452,0.4316,0.2658,1,0.0,156513,0.1438,1
06013303207,Contra Costa,8270,0.5749,0.3733,1,0.0,110563,0.2373,1
06013302014,Contra Costa,7602,0.5019,0.3438,1,0.0,139369,0.1714,1
06013303104,Contra Costa,6060,0.5208,0.3808,1,0.0,139292,0.2252,1
06013303106,Contra Costa,8245,0.5076,0.1984,1,0.0,101985,0.1601,1
06075025401,San Francisco,3819,0.1742,0.0561,0,0.6999999999999998,165278,0.1045,0
06075060502,San Francisco,3361,0.4059,0.1078,0,0.7,37891,0.1278,0
06075045100,San Francisco,4838,0.184,0.1399,0,0.7,190389,0.1016,0
06075016500,San Francisco,5317,0.1577,0.0587,0,0.7,177159,0.0956,0
06075015300,San Francisco,2293,0.1749,0.0899,0,0.7,176090,0.0956,0
06075013500,San Francisco,2471,0.1634,0.0635,0,0.7,175118,0.0784,0
06075023103,San Francisco,4456,0.4358,0.1405,0,0.6411076728101905,29799,0.1598,1
06075022801,San Francisco,4950,0.1773,0.0598,0,0.7,164539,0.0863,0
06075018000,San Francisco,3774,0.1848,0.1278,0,0.7,183507,0.0901,0
06085503402,Santa Clara,4597,0.5121,0.0736,1,0.0,66538,0.0871,0
06085503507,Santa Clara,2332,0.373,0.0667,1,0.0,135329,0.0717,0
06085508004,Santa Clara,5862,0.2502,0.055,1,0.0,232563,0.0427,0
06001427300,Alameda,5283,0.4001,0.082,1,0.0,124432,0.1343,1
06085504411,Santa Clara,5901,0.3636,0.1942,1,0.0,178333,0.0792,0
06085503322,Santa Clara,4635,0.4255,0.0673,1,0.0,108973,0.1131,0
06075010300,San Francisco,3925,0.2004,0.0567,0,0.6999999999999998,149766,0.0803,0
06075010500,San Francisco,3108,0.1744,0.1147,0,0.6999999999999998,187763,0.094,0
06075010600,San Francisco,3197,0.3671,0.0483,0,0.7,58060,0.0964,0
06075010800,San Francisco,4613,0.2485,0.1346,0,0.7,145402,0.0984,0
06075011200,San Francisco,2865,0.1838,0.0576,0,0.7,158750,0.0821,0
06075011300,San Francisco,2862,0.3991,0.0915,0,0.7,31801,0.1084,0
06075011700,San Francisco,2056,0.2835,0.0209,0,0.7756,93500,0.0757,0
06075011800,San Francisco,1695,0.41,0.1179,0,0.7,41471,0.0796,0
06085503508,Santa Clara,5982,0.3714,0.0194,1,0.0,123168,0.0649,0
06001423300,Alameda,3476,0.5038,0.1071,1,0.0,83450,0.1291,1
06085503709,Santa Clara,6178,0.5169,0.0872,0,0.0393570624254364,59926,0.0927,0
06085503804,Santa Clara,5372,0.4186,0.0225,1,0.0,102483,0.0954,0
06085503212,Santa Clara,4176,0.433,0.1153,1,0.0,116375,0.107,0
06085503213,Santa Clara,5140,0.4908,0.0489,1,0.0,73790,0.0835,0
06085503217,Santa Clara,4412,0.5429,0.1793,1,0.0,81696,0.1197,0
06085504001,Santa Clara,5085,0.5148,0.1016,1,0.0,75000,0.1232,0
06085504002,Santa Clara,6385,0.4724,0.0701,1,0.0,90153,0.0829,0
06085504101,Santa Clara,4490,0.4676,0.1438,1,0.0,107250,0.1167,0
06085503218,Santa Clara,4519,0.5341,0.1194,1,0.0,66958,0.0795,0
06085503304,Santa Clara,6804,0.4718,0.0925,1,0.0,94539,0.0959,0
06085503305,Santa Clara,5854,0.5013,0.1123,1,0.0,86629,0.1112,0
06085503306,Santa Clara,4047,0.3965,0.0511,1,0.0,118214,0.1209,0
06085504102,Santa Clara,5730,0.4421,0.0803,1,0.0,104489,0.08,0
06085503313,Santa Clara,4729,0.2969,0.099,1,0.0,197159,0.0628,0
06085503315,Santa Clara,8473,0.3486,0.0753,1,0.0,150192,0.0681,0
06075012700,San Francisco,4021,0.1121,0.0623,0,0.7,236158,0.088,0
06075013200,San Francisco,3931,0.1145,0.0206,0,0.6999999999999998,201464,0.0753,0
06085503323,Santa Clara,3750,0.3408,0.0835,1,0.0,156186,0.0724,0
06075012100,San Francisco,3513,0.3519,0.0848,0,0.6999999999999998,83906,0.074,0
06075015100,San Francisco,2799,0.1936,0.1081,0,0.6999999999999998,170583,0.1348,1
06085503321,Santa Clara,4301,0.3407,0.094,1,0.0,159375,0.1081,0
06085504311,Santa Clara,8064,0.3011,0.0658,0,0.0748502230597877,167277,0.0942,0
06085504314,Santa Clara,4745,0.3359,0.1005,1,0.0,165714,0.1048,0
06085504315,Santa Clara,6719,0.3099,0.0502,1,0.0,166042,0.0879,0
06001423400,Alameda,5551,0.4022,0.085,0,0.1774851831237023,107455,0.1026,0
06001423500,Alameda,3540,0.4205,0.0673,0,0.2574613011248457,89728,0.0992,0
06001423602,Alameda,7198,0.5103,0.0642,0,0.0169410259176728,59297,0.0935,0
06001427600,Alameda,4740,0.4944,0.1229,1,0.0,91820,0.0951,0
06075015900,San Francisco,5245,0.3216,0.1615,0,0.7,114323,0.1012,0
06075016000,San Francisco,2460,0.2434,0.0867,0,0.7,135246,0.0795,0
06075016200,San Francisco,3230,0.1802,0.1142,0,0.7,181425,0.0878,0
06075016300,San Francisco,3942,0.2582,0.0991,0,0.6999999999999998,129962,0.0987,0
06075016400,San Francisco,4162,0.1502,0.1096,0,0.7,212667,0.092,0
06075015500,San Francisco,3708,0.3434,0.1057,0,0.6999999999999998,92829,0.0934,0
06075015600,San Francisco,2988,0.334,0.1166,0,0.7,99028,0.1136,0
06075016700,San Francisco,5277,0.1288,0.093,0,0.7,232895,0.1255,0
06001433000,Alameda,3799,0.4849,0.1275,1,0.0,96237,0.1718,1
06001433200,Alameda,8120,0.4835,0.0617,0,0.0224756487431022,78701,0.1434,1
06001433300,Alameda,7367,0.4894,0.1708,1,0.0,103792,0.1516,1
06001433400,Alameda,6040,0.4233,0.0812,1,0.0,113633,0.1737,1
06001433500,Alameda,4311,0.5045,0.1168,1,0.0,86250,0.138,1
06001433102,Alameda,4445,0.4525,0.2464,0,0.182023791355143,120577,0.1632,1
06001440307,Alameda,4481,0.417,0.0903,1,0.0,117938,0.0921,0
06001440308,Alameda,6011,0.4455,0.1415,0,0.0912349323051686,108403,0.125,0
06001441200,Alameda,7354,0.3346,0.0783,1,0.0,158446,0.1566,1
06001441301,Alameda,3330,0.3435,0.1031,1,0.0,160714,0.1322,1
06001441302,Alameda,5828,0.3025,0.1271,1,0.0,208590,0.1222,0
06001433900,Alameda,7187,0.5347,0.1407,0,0.0269296052746751,70552,0.0977,0
06001434000,Alameda,5166,0.5266,0.0833,0,0.0183666195087234,48023,0.1331,1
06001435500,Alameda,4153,0.4803,0.0372,0,0.0083590934075848,75139,0.0915,0
06001435800,Alameda,5687,0.4785,0.1344,1,0.0,100882,0.1205,0
06001435900,Alameda,5290,0.4381,0.1121,1,0.0,113750,0.1484,1
06001436000,Alameda,5114,0.4451,0.1174,1,0.0,111806,0.1329,1
06001436100,Alameda,5765,0.46,0.1163,1,0.0,104531,0.1109,0
06001436200,Alameda,4128,0.5323,0.1296,1,0.0,72740,0.1003,0
06001436602,Alameda,5255,0.4601,0.0553,1,0.0,92125,0.0807,0
06001436700,Alameda,3367,0.5529,0.2789,1,0.0,100242,0.178,1
06001436800,Alameda,4196,0.459,0.1088,1,0.0,103567,0.1193,0
06001436900,Alameda,6403,0.4884,0.1372,1,0.0,96719,0.1162,0
06001437000,Alameda,3471,0.4866,0.2173,1,0.0,115273,0.1472,1
06001437200,Alameda,8491,0.4692,0.1162,1,0.0,100946,0.1333,1
06001437300,Alameda,3135,0.5347,0.1066,1,0.0,59847,0.1028,0
06001437400,Alameda,3733,0.4798,0.0773,1,0.0,88750,0.1133,0
06001437600,Alameda,3455,0.4356,0.1021,1,0.0,112742,0.1065,0
06013327002,Contra Costa,3833,0.4887,0.1227,1,0.0,93651,0.1736,1
06013346206,Contra Costa,3216,0.3244,0.1925,1,0.0,223214,0.1161,0
06013319001,Contra Costa,4236,0.3998,0.131,1,0.0,137278,0.152,1
06013302013,Contra Costa,2961,0.4483,0.2656,1,0.0,148003,0.1407,1
06013345206,Contra Costa,3622,0.3144,0.1022,1,0.0,181369,0.1443,1
06013302012,Contra Costa,5810,0.447,0.2486,1,0.0,144597,0.1274,0
06013355308,Contra Costa,3570,0.405,0.2326,1,0.0,163243,0.1556,1
06013355118,Contra Costa,3769,0.4617,0.2407,1,0.0,134178,0.1764,1
06013314105,Contra Costa,3958,0.524,0.2428,0,0.18640335710885,89175,0.1484,1
06013319002,Contra Costa,3943,0.5147,0.2132,1,0.0,102198,0.2131,1
06013345117,Contra Costa,4652,0.3114,0.1564,1,0.0,215938,0.0797,0
06013303208,Contra Costa,4060,0.537,0.3712,1,0.0,128309,0.144,1
06013304007,Contra Costa,5509,0.4421,0.2485,1,0.0,146806,0.1241,0
06013303107,Contra Costa,7260,0.5024,0.2719,1,0.0,120026,0.1301,1
06013355201,Contra Costa,8114,0.4235,0.2324,0,0.1062205827091464,140337,0.1438,1
06013313105,Contra Costa,6007,0.5884,0.2683,0,0.0306860393747228,76108,0.2253,1
06013303209,Contra Costa,5340,0.4911,0.3185,1,0.0,138854,0.2026,1
06013303211,Contra Costa,4679,0.4703,0.3628,1,0.0,163209,0.1289,0
06013355310,Contra Costa,3070,0.5045,0.2135,1,0.0,106384,0.1679,1
06013355309,Contra Costa,5150,0.3084,0.1341,1,0.0,205208,0.1498,1
06013324004,Contra Costa,2413,0.4367,0.0809,0,0.0465831133453214,103333,0.1656,1
06013355122,Contra Costa,5559,0.3216,0.1948,1,0.0,230833,0.1216,0
06013339003,Contra Costa,4153,0.3813,0.0998,0,0.2462622343017348,114362,0.0971,0
06013336103,Contra Costa,4862,0.5109,0.0699,1,0.0,65903,0.0887,0
06013337201,Contra Costa,3139,0.5916,0.2442,1,0.0,70655,0.1842,1
06013355202,Contra Costa,3981,0.4838,0.2768,0,0.0473512821443736,126537,0.2011,1
06013327001,Contra Costa,3479,0.5421,0.1864,1,0.0,84294,0.1668,1
06001437900,Alameda,2032,0.4712,0.1237,0,0.1605457056053838,88700,0.1358,1
06001438100,Alameda,7953,0.4078,0.2088,1,0.0,154318,0.1346,1
06001438201,Alameda,4895,0.4718,0.1423,1,0.0,105504,0.1088,0
06001438400,Alameda,2671,0.474,0.1152,1,0.0,98625,0.1576,1
06001437800,Alameda,4940,0.3552,0.1004,0,0.0743151359078805,145962,0.1115,0
06001440200,Alameda,5641,0.416,0.0987,0,0.0650575658855306,114653,0.0963,0
06001440304,Alameda,4662,0.3964,0.1145,1,0.0,135392,0.1112,0
06001432200,Alameda,3987,0.5188,0.1887,0,0.0077294594289336,94276,0.1365,1
06001432300,Alameda,4874,0.3608,0.1467,0,0.0818511742543623,154028,0.1216,0
06001440305,Alameda,4064,0.3617,0.1264,1,0.0,156528,0.1068,0
06001432700,Alameda,2755,0.5289,0.1932,1,0.0,92128,0.2351,1
06001432502,Alameda,5126,0.4548,0.0997,0,0.068329999080546,97412,0.1051,0
06001433103,Alameda,3552,0.5315,0.1284,1,0.0,72813,0.1248,0
06081608013,San Mateo,3677,0.3534,0.1236,1,0.0,160833,0.0952,0
06013346204,Contra Costa,7894,0.2597,0.1044,1,0.0,250001,0.0871,0
06013346203,Contra Costa,4033,0.3158,0.0861,1,0.0,174375,0.1119,0
06013360101,Contra Costa,4224,0.5154,0.2525,1,0.0,110433,0.1727,1
06013355109,Contra Costa,7471,0.524,0.2316,1,0.0,102062,0.1952,1
06013355113,Contra Costa,5423,0.3304,0.2199,1,0.0,236818,0.1536,1
06013334006,Contra Costa,4731,0.3496,0.094,1,0.0,154543,0.1272,0
