NAME,total_population,total_commuters,public_transit_commuters,drove_alone,carpooled,worked_from_home,travel_time_total,commute_60_to_89_min,commute_90_plus_min,median_household_income,total_households_vehicles,zero_vehicle_households,total_pop_race,white_non_hispanic,black,asian,hispanic_latino,state,county,tract,county_name,GEOID
Census Tract 260.01; San Francisco County; California,6416,3350,1041,1317,472,36,2986,230,86,114563,1780,184,6416,730,38,3238,2179,06,075,026001,San Francisco,06075026001
Census Tract 260.02; San Francisco County; California,3683,1744,414,735,144,6,1380,112,5,136324,988,51,3683,1038,99,1254,1160,06,075,026002,San Francisco,06075026002
Census Tract 260.03; San Francisco County; California,4920,2544,444,1290,393,73,2212,152,24,98177,1417,189,4920,730,2,2228,1828,06,075,026003,San Francisco,06075026003
Census Tract 260.04; San Francisco County; California,3839,2191,503,953,234,46,1783,143,27,111089,1137,180,3839,746,54,1594,1236,06,075,026004,San Francisco,06075026004
Census Tract 261; San Francisco County; California,6879,3716,1434,1246,218,57,3121,368,131,116444,2012,372,6879,513,23,4652,1441,06,075,026100,San Francisco,06075026100
Census Tract 262.01; San Francisco County; California,3651,1901,530,824,282,46,1698,207,31,124250,968,62,3651,143,63,2324,985,06,075,026201,San Francisco,06075026201
Census Tract 262.02; San Francisco County; California,3863,2161,824,980,158,48,2066,379,65,138545,1036,143,3863,340,22,2363,1138,06,075,026202,San Francisco,06075026202
Census Tract 263.01; San Francisco County; California,5345,2167,746,854,346,133,2103,201,26,95458,1424,265,5345,647,58,2790,1629,06,075,026301,San Francisco,06075026301
Census Tract 263.02; San Francisco County; California,5004,2247,405,1377,330,0,2187,144,9,93370,1554,178,5004,619,192,2208,1851,06,075,026302,San Francisco,06075026302
Census Tract 263.03; San Francisco County; California,4612,2700,932,1126,329,23,2456,304,90,110074,1313,25,4612,607,44,2817,1066,06,075,026303,San Francisco,06075026303
Census Tract 264.01; San Francisco County; California,3842,1803,412,992,295,13,1712,260,68,94093,1049,213,3842,240,237,2606,597,06,075,026401,San Francisco,06075026401
Census Tract 264.02; San Francisco County; California,4755,2525,364,1271,456,11,2249,186,71,118182,1244,90,4755,905,378,2465,704,06,075,026402,San Francisco,06075026402
Census Tract 264.03; San Francisco County; California,3581,1696,443,968,190,0,1612,230,0,92788,1129,195,3581,159,130,2622,642,06,075,026403,San Francisco,06075026403
Census Tract 264.04; San Francisco County; California,2507,1376,417,511,223,63,1241,191,31,91463,690,114,2507,69,249,1373,679,06,075,026404,San Francisco,06075026404
Census Tract 301.01; San Francisco County; California,4792,3017,579,583,52,845,2350,93,88,144753,2035,600,4792,2352,87,1508,520,06,075,030101,San Francisco,06075030101
Census Tract 301.02; San Francisco County; California,4726,2715,533,709,224,470,2179,107,78,209167,2096,307,4726,2448,162,1207,472,06,075,030102,San Francisco,06075030102
Census Tract 302.01; San Francisco County; California,4131,2386,729,757,227,72,1945,175,45,127009,2007,523,4131,2024,135,1068,665,06,075,030201,San Francisco,06075030201
Census Tract 302.02; San Francisco County; California,4209,2590,877,608,187,226,2019,263,20,153412,1969,635,4209,2049,81,1277,463,06,075,030202,San Francisco,06075030202
Census Tract 303.01; San Francisco County; California,6129,3249,679,1042,63,156,2174,165,0,179107,2439,299,6129,2275,101,2702,578,06,075,030301,San Francisco,06075030301
Census Tract 303.02; San Francisco County; California,3742,1980,298,817,182,75,1433,84,7,194625,1359,29,3742,1386,106,1590,289,06,075,030302,San Francisco,06075030302
Census Tract 304; San Francisco County; California,5262,2283,407,854,358,51,1757,119,57,137418,2206,156,5262,1932,90,2663,229,06,075,030400,San Francisco,06075030400
Census Tract 305; San Francisco County; California,3787,1502,138,734,85,14,1063,164,0,174797,1026,124,3787,1659,295,1087,602,06,075,030500,San Francisco,06075030500
Census Tract 306; San Francisco County; California,2348,1274,235,541,66,21,868,44,5,229297,885,33,2348,1163,48,626,196,06,075,030600,San Francisco,06075030600
Census Tract 307; San Francisco County; California,6910,3246,528,1469,196,113,2598,188,0,183388,2679,43,6910,3548,116,2364,695,06,075,030700,San Francisco,06075030700
Census Tract 308; San Francisco County; California,5907,3177,651,1018,279,73,2113,136,50,208750,2010,267,5907,3399,110,1549,540,06,075,030800,San Francisco,06075030800
Census Tract 309; San Francisco County; California,6627,3327,600,1247,479,204,2577,119,17,178516,2339,140,6627,2529,39,2563,639,06,075,030900,San Francisco,06075030900
Census Tract 310; San Francisco County; California,4140,2046,305,928,47,42,1418,234,29,190000,1512,173,4140,1350,206,1680,470,06,075,031000,San Francisco,06075031000
Census Tract 311; San Francisco County; California,6286,3799,885,1328,253,8,2632,197,0,188591,2398,211,6286,2377,282,2168,1064,06,075,031100,San Francisco,06075031100
Census Tract 312.01; San Francisco County; California,6341,3282,995,1231,455,70,2872,425,42,101800,1808,498,6341,856,250,4219,832,06,075,031201,San Francisco,06075031201
Census Tract 312.02; San Francisco County; California,2804,1561,321,749,116,29,1315,114,0,120667,850,143,2804,171,71,1981,475,06,075,031202,San Francisco,06075031202
Census Tract 313.01; San Francisco County; California,3868,2213,410,1136,210,39,1914,126,53,128571,1534,71,3868,791,402,2201,303,06,075,031301,San Francisco,06075031301
Census Tract 313.02; San Francisco County; California,4536,2584,681,937,265,29,1939,144,39,117014,1725,146,4536,420,477,2601,681,06,075,031302,San Francisco,06075031302
Census Tract 314.01; San Francisco County; California,2533,1292,336,621,158,6,1164,90,17,97143,616,74,2533,329,197,1334,555,06,075,031401,San Francisco,06075031401
Census Tract 314.02; San Francisco County; California,4545,2503,527,1084,305,23,1978,87,105,139643,1232,207,4545,566,368,2478,1007,06,075,031402,San Francisco,06075031402
Census Tract 326.01; San Francisco County; California,4915,2701,418,974,353,84,2119,143,83,145903,1799,310,4915,1565,176,2276,606,06,075,032601,San Francisco,06075032601
Census Tract 326.02; San Francisco County; California,4344,2185,348,744,374,211,1754,205,14,154609,1490,120,4344,1264,148,2313,336,06,075,032602,San Francisco,06075032602
Census Tract 327; San Francisco County; California,6721,3616,670,1334,66,442,2887,317,15,145147,2436,220,6721,2307,29,3149,685,06,075,032700,San Francisco,06075032700
Census Tract 328.01; San Francisco County; California,3831,1719,404,859,108,9,1539,163,82,136250,1318,88,3831,669,26,2805,158,06,075,032801,San Francisco,06075032801
Census Tract 328.02; San Francisco County; California,4454,2361,547,1037,261,77,2032,218,8,110926,1510,213,4454,1207,21,2626,323,06,075,032802,San Francisco,06075032802
Census Tract 329.01; San Francisco County; California,5064,2659,806,826,326,200,2179,272,15,154291,1617,183,5064,1056,12,3270,200,06,075,032901,San Francisco,06075032901
Census Tract 329.02; San Francisco County; California,3907,1804,383,872,267,0,1594,217,28,107582,1359,106,3907,901,24,2671,263,06,075,032902,San Francisco,06075032902
Census Tract 330.01; San Francisco County; California,4075,2143,617,766,100,130,1748,260,10,148239,1360,23,4075,1109,95,2435,226,06,075,033001,San Francisco,06075033001
Census Tract 330.02; San Francisco County; California,4288,2257,505,725,228,109,1581,220,0,173281,1524,141,4288,1664,0,1877,398,06,075,033002,San Francisco,06075033002
Census Tract 331; San Francisco County; California,3980,1862,168,1020,138,82,1440,171,44,165592,1415,105,3980,1148,54,2250,179,06,075,033100,San Francisco,06075033100
Census Tract 332.01; San Francisco County; California,3730,1789,615,317,67,413,1484,249,10,53906,621,200,3730,1010,348,1121,1040,06,075,033201,San Francisco,06075033201
Census Tract 332.03; San Francisco County; California,3313,1726,388,734,200,128,1476,121,11,62813,1543,309,3313,991,124,1218,644,06,075,033203,San Francisco,06075033203
Census Tract 332.04; San Francisco County; California,3620,1802,581,898,76,59,1662,195,130,69769,1639,501,3620,873,370,1470,715,06,075,033204,San Francisco,06075033204
Census Tract 351.01; San Francisco County; California,4018,1938,241,877,174,9,1722,69,20,98580,1552,246,4018,1736,154,1262,584,06,075,035101,San Francisco,06075035101
Census Tract 351.02; San Francisco County; California,4458,2147,518,933,198,72,1824,386,12,162721,1307,114,4458,1250,47,2550,194,06,075,035102,San Francisco,06075035102
Census Tract 352.01; San Francisco County; California,5305,2893,508,1363,284,49,2371,310,161,132277,1849,184,5305,1397,42,2992,488,06,075,035201,San Francisco,06075035201
Census Tract 352.02; San Francisco County; California,4878,2829,980,879,227,123,2333,470,107,100701,1777,131,4878,1722,105,1948,795,06,075,035202,San Francisco,06075035202
Census Tract 353; San Francisco County; California,7157,3643,830,1413,206,69,2688,357,170,146620,2590,298,7157,2186,10,4183,639,06,075,035300,San Francisco,06075035300
Census Tract 354; San Francisco County; California,7431,3549,804,1638,350,0,3086,606,29,139477,2430,479,7431,2822,64,2809,393,06,075,035400,San Francisco,06075035400
Census Tract 401; San Francisco County; California,4228,2608,738,741,119,254,1923,338,104,136429,1682,329,4228,1731,0,1577,605,06,075,040100,San Francisco,06075040100
Census Tract 402; San Francisco County; California,5464,3421,664,1216,304,88,2416,255,32,184617,2387,729,5464,2383,77,1975,595,06,075,040200,San Francisco,06075040200
Census Tract 426.01; San Francisco County; California,4126,2015,659,644,37,57,1659,191,57,124324,1668,489,4126,1678,25,1580,403,06,075,042601,San Francisco,06075042601
Census Tract 426.02; San Francisco County; California,2842,1682,366,552,167,46,1188,134,73,155750,1312,242,2842,1360,20,1096,204,06,075,042602,San Francisco,06075042602
Census Tract 427; San Francisco County; California,5229,2889,572,1252,426,57,2381,249,23,104414,2523,433,5229,1708,303,2544,337,06,075,042700,San Francisco,06075042700
Census Tract 428; San Francisco County; California,2348,1215,63,593,34,33,749,68,8,250001,878,27,2348,1350,30,594,137,06,075,042800,San Francisco,06075042800
Census Tract 451; San Francisco County; California,4838,2888,675,836,200,111,2032,365,39,190389,1936,381,4838,2595,33,1470,381,06,075,045100,San Francisco,06075045100
Census Tract 452.01; San Francisco County; California,3104,1662,529,499,57,81,1352,140,18,139659,1333,327,3104,1203,133,1455,138,06,075,045201,San Francisco,06075045201
Census Tract 452.02; San Francisco County; California,3358,1948,466,656,87,81,1465,182,17,154375,1419,363,3358,1816,57,1110,204,06,075,045202,San Francisco,06075045202
Census Tract 476; San Francisco County; California,5121,3102,677,852,506,48,2310,222,211,169563,2234,347,5121,1832,40,2431,185,06,075,047600,San Francisco,06075047600
Census Tract 477.01; San Francisco County; California,4848,2602,629,849,123,88,1776,182,33,125658,2048,515,4848,1573,0,2433,377,06,075,047701,San Francisco,06075047701
Census Tract 477.02; San Francisco County; California,3654,1986,309,813,94,79,1497,68,16,114892,1607,313,3654,1527,14,1767,145,06,075,047702,San Francisco,06075047702
Census Tract 478.01; San Francisco County; California,4613,2719,746,955,157,128,2114,271,11,163178,1798,295,4613,1792,76,2173,199,06,075,047801,San Francisco,06075047801
Census Tract 478.02; San Francisco County; California,3664,1963,520,712,160,144,1637,130,6,125682,1400,187,3664,1513,20,1724,319,06,075,047802,San Francisco,06075047802
Census Tract 479.02; San Francisco County; California,3350,1708,244,696,114,84,1227,128,27,126944,1494,214,3350,1393,0,1179,474,06,075,047902,San Francisco,06075047902
Census Tract 479.03; San Francisco County; California,3981,2032,331,624,372,71,1484,101,24,147768,1436,144,3981,1666,59,1840,272,06,075,047903,San Francisco,06075047903
Census Tract 479.04; San Francisco County; California,3145,1486,353,644,45,0,1073,151,46,84880,1407,506,3145,1799,62,509,320,06,075,047904,San Francisco,06075047904
Census Tract 601; San Francisco County; California,3952,2269,332,831,102,216,1697,147,95,236445,1331,56,3952,2210,54,276,970,06,075,060100,San Francisco,06075060100
Census Tract 604; San Francisco County; California,1866,954,82,438,146,22,728,55,37,99556,993,153,1866,612,59,717,192,06,075,060400,San Francisco,06075060400
Census Tract 605.02; San Francisco County; California,3361,1225,321,671,81,31,1131,107,25,37891,957,249,3361,153,646,1169,957,06,075,060502,San Francisco,06075060502
Census Tract 607.01; San Francisco County; California,7879,5217,1113,927,286,928,3394,278,578,222692,3168,806,7879,1713,993,4077,625,06,075,060701,San Francisco,06075060701
Census Tract 607.02; San Francisco County; California,1945,1299,230,668,51,179,1157,93,17,141333,1030,342,1945,918,20,594,202,06,075,060702,San Francisco,06075060702
Census Tract 607.03; San Francisco County; California,6256,4498,706,879,12,917,2828,174,70,235371,2763,808,6256,2740,25,2492,662,06,075,060703,San Francisco,06075060703
Census Tract 610; San Francisco County; California,4890,2606,281,1391,327,50,2129,216,35,107882,1671,131,4890,552,759,2715,688,06,075,061000,San Francisco,06075061000
Census Tract 611.01; San Francisco County; California,1861,638,152,48,0,391,596,89,21,19531,910,615,1861,45,12,1711,15,06,075,061101,San Francisco,06075061101
Census Tract 611.02; San Francisco County; California,2393,931,193,203,31,425,877,82,58,27450,969,671,2393,0,70,2110,79,06,075,061102,San Francisco,06075061102
Census Tract 612; San Francisco County; California,4006,2087,621,739,253,26,1729,166,0,107652,1107,246,4006,397,789,1203,1548,06,075,061200,San Francisco,06075061200
Census Tract 614.01; San Francisco County; California,2989,1398,265,468,57,45,962,162,12,139038,1468,406,2989,1581,127,519,442,06,075,061401,San Francisco,06075061401
Census Tract 614.02; San Francisco County; California,2331,1603,222,293,48,201,1024,128,16,174675,1163,91,2331,1187,118,625,218,06,075,061402,San Francisco,06075061402
Census Tract 615.01; San Francisco County; California,1656,1064,103,240,0,552,938,17,0,239147,1104,335,1656,767,0,724,36,06,075,061501,San Francisco,06075061501
Census Tract 615.02; San Francisco County; California,1901,1096,384,150,0,229,915,76,246,93403,1355,604,1901,1312,47,179,227,06,075,061502,San Francisco,06075061502
Census Tract 615.03; San Francisco County; California,3205,2532,309,367,0,1075,1927,248,8,221781,1747,872,3205,1271,25,1427,458,06,075,061503,San Francisco,06075061503
Census Tract 615.04; San Francisco County; California,1567,1187,108,156,17,363,675,94,0,247063,815,161,1567,433,5,967,46,06,075,061504,San Francisco,06075061504
Census Tract 615.05; San Francisco County; California,1061,852,110,151,129,123,540,207,0,250001,524,17,1061,317,79,572,70,06,075,061505,San Francisco,06075061505
Census Tract 615.06; San Francisco County; California,4541,3811,323,405,51,1076,2134,68,264,250001,2696,569,4541,1721,50,2398,316,06,075,061506,San Francisco,06075061506
Census Tract 615.07; San Francisco County; California,1772,1337,381,67,37,675,1160,90,50,118370,742,487,1772,374,0,1082,316,06,075,061507,San Francisco,06075061507
Census Tract 615.08; San Francisco County; California,2222,1271,331,71,0,473,986,61,0,171915,1090,382,2222,945,26,937,251,06,075,061508,San Francisco,06075061508
Census Tract 9802; San Francisco County; California,186,0,0,0,0,0,0,0,0,-666666666,0,0,186,66,44,58,15,06,075,980200,San Francisco,06075980200
Census Tract 9803; San Francisco County; California,38,34,6,10,0,6,22,0,0,-666666666,28,6,38,24,0,0,8,06,075,980300,San Francisco,06075980300
Census Tract 9804.01; San Francisco County; California,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,06,075,980401,San Francisco,06075980401
Census Tract 9805.01; San Francisco County; California,129,0,0,0,0,0,0,0,0,12169,118,113,129,0,0,129,0,06,075,980501,San Francisco,06075980501
Census Tract 9806; San Francisco County; California,1172,674,127,302,44,3,524,24,8,136250,525,59,1172,119,255,421,226,06,075,980600,San Francisco,06075980600
Census Tract 9809; San Francisco County; California,315,176,50,80,12,0,153,8,8,-666666666,156,29,315,45,25,213,10,06,075,980900,San Francisco,06075980900
Census Tract 9901; San Francisco County; California,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,06,075,990100,San Francisco,06075990100
Census Tract 9902; San Francisco County; California,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,06,075,990200,San Francisco,06075990200
Census Tract 6001; San Mateo County; California,5175,2517,163,1588,250,0,2047,159,56,148724,2090,31,5175,1974,1,1887,1151,06,081,600100,San Mateo,06081600100
Census Tract 6002; San Mateo County; California,4246,2041,224,1085,326,115,1784,163,0,111000,1058,95,4246,88,255,2272,1153,06,081,600200,San Mateo,06081600200
Census Tract 6003; San Mateo County; California,4088,1954,388,1137,213,0,1755,357,129,175139,1383,0,4088,835,121,2612,402,06,081,600300,San Mateo,06081600300
Census Tract 6004.01; San Mateo County; California,3278,2113,317,1206,111,224,1974,247,109,152611,1124,15,3278,382,478,1758,420,06,081,600401,San Mateo,06081600401
Census Tract 6004.02; San Mateo County; California,4688,2498,635,1531,219,0,2444,330,101,134704,1189,53,4688,294,13,2341,1666,06,081,600402,San Mateo,06081600402
Census Tract 6005.01; San Mateo County; California,3793,1974,262,1294,92,120,1796,107,0,96696,1241,76,3793,352,0,1649,1753,06,081,600501,San Mateo,06081600501
Census Tract 6005.02; San Mateo County; California,3908,2264,315,1339,255,24,1979,89,85,126805,992,0,3908,92,0,2934,882,06,081,600502,San Mateo,06081600502
Census Tract 6006; San Mateo County; California,4845,2773,472,1512,400,61,2536,242,28,103567,1502,165,4845,253,26,2627,1795,06,081,600600,San Mateo,06081600600
Census Tract 6007.01; San Mateo County; California,3620,2127,517,805,559,17,1944,228,181,70290,1244,177,3620,390,148,2154,811,06,081,600701,San Mateo,06081600701
Census Tract 6007.02; San Mateo County; California,2724,1663,362,713,243,62,1380,171,5,143843,879,50,2724,479,3,1911,311,06,081,600702,San Mateo,06081600702
Census Tract 6008; San Mateo County; California,8390,4796,1111,2916,364,47,4598,438,59,86671,2649,448,8390,1366,221,3725,2608,06,081,600800,San Mateo,06081600800
Census Tract 6009; San Mateo County; California,4035,1811,201,954,201,28,1459,134,9,138929,1362,192,4035,1296,0,1857,473,06,081,600900,San Mateo,06081600900
Census Tract 6010; San Mateo County; California,7202,3938,520,2230,481,69,3420,136,27,136445,2213,48,7202,1293,349,3276,1402,06,081,601000,San Mateo,06081601000
Census Tract 6011; San Mateo County; California,6277,3444,459,2093,360,17,3022,384,46,148381,1873,49,6277,1078,99,3956,592,06,081,601100,San Mateo,06081601100
Census Tract 6012; San Mateo County; California,6754,3657,504,2168,227,41,2992,201,134,133873,2109,100,6754,1790,126,3076,1496,06,081,601200,San Mateo,06081601200
Census Tract 6013.01; San Mateo County; California,3726,1935,513,687,285,196,1812,119,39,77453,1120,382,3726,279,20,1446,1854,06,081,601301,San Mateo,06081601301
Census Tract 6013.02; San Mateo County; California,4975,2531,300,1453,369,32,2207,160,0,91397,1425,150,4975,188,21,3104,945,06,081,601302,San Mateo,06081601302
Census Tract 6014; San Mateo County; California,6884,3678,227,2241,494,70,3124,212,106,117143,2094,150,6884,817,34,5131,574,06,081,601400,San Mateo,06081601400
Census Tract 6015.01; San Mateo County; California,5503,3145,179,1994,745,31,2989,278,27,169583,1520,71,5503,311,344,4106,678,06,081,601501,San Mateo,06081601501
Census Tract 6015.02; San Mateo County; California,5451,3016,436,1540,665,155,2810,275,132,92208,1721,169,5451,602,207,3243,1236,06,081,601502,San Mateo,06081601502
Census Tract 6016.01; San Mateo County; California,2654,1408,155,859,156,29,1245,72,24,101103,941,40,2654,490,45,1106,898,06,081,601601,San Mateo,06081601601
Census Tract 6016.03; San Mateo County; California,6251,3133,302,1975,308,58,2723,191,83,100772,1985,274,6251,452,111,4135,822,06,081,601603,San Mateo,06081601603
Census Tract 6016.04; San Mateo County; California,2431,1709,255,1009,101,13,1429,23,72,117875,1102,53,2431,496,57,1304,433,06,081,601604,San Mateo,06081601604
Census Tract 6016.05; San Mateo County; California,5947,3092,238,1921,399,126,2835,72,63,144250,1848,111,5947,344,161,4877,368,06,081,601605,San Mateo,06081601605
Census Tract 6017; San Mateo County; California,4561,2421,221,1511,352,0,2120,125,63,173333,1338,69,4561,1262,56,1998,1123,06,081,601700,San Mateo,06081601700
Census Tract 6018; San Mateo County; California,6141,3627,395,2380,311,69,3292,400,80,124196,2205,100,6141,1739,1,2657,1594,06,081,601800,San Mateo,06081601800
Census Tract 6019.01; San Mateo County; California,4080,1903,264,1268,47,15,1656,195,39,104596,1291,42,4080,1177,35,1623,1171,06,081,601901,San Mateo,06081601901
Census Tract 6019.02; San Mateo County; California,5664,3335,568,1652,342,23,2600,362,17,125585,2178,66,5664,1641,134,3083,724,06,081,601902,San Mateo,06081601902
Census Tract 6020.01; San Mateo County; California,3946,2220,344,1205,377,0,1951,168,15,141995,1513,101,3946,1219,43,1710,936,06,081,602001,San Mateo,06081602001
Census Tract 6020.02; San Mateo County; California,4036,1908,145,1193,278,15,1631,165,0,146786,1148,1,4036,565,0,1782,1591,06,081,602002,San Mateo,06081602002
Census Tract 6021; San Mateo County; California,3484,1774,224,950,374,43,1663,149,11,87853,1007,68,3484,309,171,689,2174,06,081,602100,San Mateo,06081602100
Census Tract 6022.01; San Mateo County; California,4761,2401,273,1242,387,0,2013,79,14,82015,1747,166,4761,1328,32,901,2238,06,081,602201,San Mateo,06081602201
Census Tract 6022.02; San Mateo County; California,3142,1860,98,986,465,187,1807,49,26,86491,1127,142,3142,251,73,924,1894,06,081,602202,San Mateo,06081602202
Census Tract 6023; San Mateo County; California,4419,2537,206,1496,424,71,2214,75,87,155345,1286,57,4419,260,85,1318,1902,06,081,602300,San Mateo,06081602300
Census Tract 6024; San Mateo County; California,7636,3855,161,2372,536,83,3191,75,47,128750,2791,296,7636,2573,135,2786,1812,06,081,602400,San Mateo,06081602400
Census Tract 6025; San Mateo County; California,5293,2856,221,1835,224,71,2382,296,13,159712,1498,33,5293,889,352,3423,458,06,081,602500,San Mateo,06081602500
Census Tract 6026.01; San Mateo County; California,4096,2095,188,1429,231,5,1880,143,94,156595,1501,95,4096,752,34,2581,550,06,081,602601,San Mateo,06081602601
Census Tract 6026.02; San Mateo County; California,4370,2625,271,1802,196,64,2442,121,81,163828,1318,67,4370,293,73,2391,1311,06,081,602602,San Mateo,06081602602
Census Tract 6027; San Mateo County; California,5702,3360,326,1881,230,22,2584,148,60,152454,1941,37,5702,1196,131,2603,1240,06,081,602700,San Mateo,06081602700
Census Tract 6028; San Mateo County; California,4734,2437,318,1619,148,0,2111,104,53,151676,1501,7,4734,1202,126,1582,1381,06,081,602800,San Mateo,06081602800
Census Tract 6029; San Mateo County; California,3703,2194,78,1457,233,0,1839,82,8,154348,1546,40,3703,1785,127,787,725,06,081,602900,San Mateo,06081602900
Census Tract 6030; San Mateo County; California,4575,2818,135,1867,200,26,2249,159,49,142134,2012,121,4575,2570,174,595,804,06,081,603000,San Mateo,06081603000
Census Tract 6031; San Mateo County; California,3368,1773,88,1215,54,129,1503,98,10,196447,1132,13,3368,1793,57,598,551,06,081,603100,San Mateo,06081603100
Census Tract 6032; San Mateo County; California,3733,1731,26,1194,220,13,1461,105,32,147059,1358,12,3733,2542,4,462,633,06,081,603200,San Mateo,06081603200
Census Tract 6033; San Mateo County; California,6427,3453,173,2396,264,0,2847,252,17,147589,2360,96,6427,4587,141,774,601,06,081,603300,San Mateo,06081603300
Census Tract 6034; San Mateo County; California,5819,2380,30,1717,61,0,1869,245,27,145809,2101,14,5819,3706,0,604,1012,06,081,603400,San Mateo,06081603400
Census Tract 6037; San Mateo County; California,5644,2675,399,1393,194,16,2080,247,42,122337,1863,94,5644,1876,59,2175,1078,06,081,603700,San Mateo,06081603700
Census Tract 6038.01; San Mateo County; California,1992,1152,162,745,76,8,1009,80,19,95573,1173,55,1992,606,0,828,459,06,081,603801,San Mateo,06081603801
Census Tract 6038.02; San Mateo County; California,5530,2564,223,1496,281,40,2060,210,42,155924,1883,72,5530,2235,13,1571,1048,06,081,603802,San Mateo,06081603802
Census Tract 6039; San Mateo County; California,5633,2673,208,1454,516,25,2239,96,21,126188,2101,46,5633,2470,285,1633,1115,06,081,603900,San Mateo,06081603900
Census Tract 6040; San Mateo County; California,3273,1729,107,815,289,34,1278,70,22,150750,1164,68,3273,1511,0,860,773,06,081,604000,San Mateo,06081604000
Census Tract 6041.02; San Mateo County; California,3164,2081,275,1202,169,135,1823,106,24,113750,1599,241,3164,701,24,1511,567,06,081,604102,San Mateo,06081604102
Census Tract 6041.03; San Mateo County; California,4344,2492,192,1879,178,64,2363,81,0,102899,1431,242,4344,747,0,841,2505,06,081,604103,San Mateo,06081604103
Census Tract 6041.04; San Mateo County; California,3862,2398,211,1369,143,96,2189,49,0,115781,1145,49,3862,613,0,716,2145,06,081,604104,San Mateo,06081604104
Census Tract 6042; San Mateo County; California,4055,2236,259,1240,327,206,2035,142,0,139350,917,56,4055,355,32,1014,1947,06,081,604200,San Mateo,06081604200
Census Tract 6044; San Mateo County; California,5314,2748,312,1567,244,124,2274,120,61,121471,1886,79,5314,1522,17,2153,991,06,081,604400,San Mateo,06081604400
Census Tract 6045; San Mateo County; California,3756,1688,91,1069,221,8,1449,143,16,149427,1293,113,3756,1454,48,1460,561,06,081,604500,San Mateo,06081604500
Census Tract 6046; San Mateo County; California,2565,1248,67,731,127,0,939,93,34,158516,873,21,2565,876,0,1362,154,06,081,604600,San Mateo,06081604600
Census Tract 6047; San Mateo County; California,2801,1421,95,886,131,6,1118,83,4,208625,933,45,2801,907,7,1491,196,06,081,604700,San Mateo,06081604700
Census Tract 6048; San Mateo County; California,5349,2773,376,1606,214,37,2283,177,60,144283,1901,330,5349,2113,18,2535,384,06,081,604800,San Mateo,06081604800
Census Tract 6049; San Mateo County; California,3040,1297,122,812,126,0,1085,55,0,101667,1188,51,3040,772,6,1832,99,06,081,604900,San Mateo,06081604900
Census Tract 6050; San Mateo County; California,8194,3972,355,2546,146,127,3296,225,17,200893,2797,84,8194,3800,46,3647,469,06,081,605000,San Mateo,06081605000
Census Tract 6051; San Mateo County; California,2927,1616,232,902,106,15,1323,218,20,138667,1188,85,2927,1523,219,641,384,06,081,605100,San Mateo,06081605100
Census Tract 6052; San Mateo County; California,3623,1659,169,942,57,36,1275,179,73,184107,1349,9,3623,2212,4,928,282,06,081,605200,San Mateo,06081605200
Census Tract 6053; San Mateo County; California,5149,2478,222,1206,91,159,1726,181,7,174464,1941,15,5149,2870,14,1255,555,06,081,605300,San Mateo,06081605300
Census Tract 6054; San Mateo County; California,6790,4033,452,2553,241,107,3431,589,292,167067,2708,119,6790,3719,0,1255,1420,06,081,605400,San Mateo,06081605400
Census Tract 6055.01; San Mateo County; California,2918,1886,163,1147,134,205,1691,95,28,85313,1623,84,2918,1403,80,609,705,06,081,605501,San Mateo,06081605501
Census Tract 6055.02; San Mateo County; California,2599,1318,81,662,22,33,826,121,0,200350,981,57,2599,1271,10,805,433,06,081,605502,San Mateo,06081605502
Census Tract 6056; San Mateo County; California,6032,2533,50,1531,147,21,1866,132,66,250001,1785,39,6032,3036,19,1945,289,06,081,605600,San Mateo,06081605600
Census Tract 6057; San Mateo County; California,5226,2360,27,1486,68,0,1687,199,25,250001,1698,29,5226,2762,8,1821,197,06,081,605700,San Mateo,06081605700
Census Tract 6058; San Mateo County; California,2723,1212,119,576,42,65,814,27,51,190673,973,24,2723,2126,0,270,154,06,081,605800,San Mateo,06081605800
Census Tract 6059.01; San Mateo County; California,2815,1587,154,865,131,95,1260,90,29,138934,1059,81,2815,1235,29,462,787,06,081,605901,San Mateo,06081605901
Census Tract 6059.02; San Mateo County; California,3061,1858,300,623,217,85,1257,241,51,103075,1255,89,3061,635,66,936,1230,06,081,605902,San Mateo,06081605902
Census Tract 6060; San Mateo County; California,5476,3249,201,1897,359,34,2821,229,0,103813,2453,69,5476,1695,323,1209,1463,06,081,606000,San Mateo,06081606000
Census Tract 6061; San Mateo County; California,5091,2693,36,1796,380,50,2412,82,0,138108,1482,70,5091,1014,0,878,2726,06,081,606100,San Mateo,06081606100
Census Tract 6062.01; San Mateo County; California,3731,1636,85,1081,287,0,1551,56,32,60703,1109,124,3731,355,151,386,2756,06,081,606201,San Mateo,06081606201
Census Tract 6062.02; San Mateo County; California,3805,2172,218,1215,213,94,1851,96,141,184326,1194,128,3805,725,0,1075,1732,06,081,606202,San Mateo,06081606202
Census Tract 6063; San Mateo County; California,3817,1835,214,962,235,57,1482,133,8,119102,1770,324,3817,1690,64,872,739,06,081,606300,San Mateo,06081606300
