NAME,total_population,total_commuters,public_transit_commuters,drove_alone,carpooled,worked_from_home,travel_time_total,commute_60_to_89_min,commute_90_plus_min,median_household_income,total_households_vehicles,zero_vehicle_households,total_pop_race,white_non_hispanic,black,asian,hispanic_latino,state,county,tract,county_name,GEOID
Census Tract 5100.02; Santa Clara County; California,4075,1941,0,1080,16,6,1173,9,7,250001,1328,7,4075,1925,4,1549,424,06,085,510002,Santa Clara,06085510002
Census Tract 5101; Santa Clara County; California,2970,1209,20,617,116,0,780,18,20,250001,1059,0,2970,1498,19,1180,174,06,085,510100,Santa Clara,06085510100
Census Tract 5102; Santa Clara County; California,4717,1815,58,1138,65,23,1303,22,9,250001,1542,38,4717,2887,136,1437,138,06,085,510200,Santa Clara,06085510200
Census Tract 5103; Santa Clara County; California,4629,1995,24,1195,74,62,1380,17,16,243854,1771,13,4629,2609,9,1511,160,06,085,510300,Santa Clara,06085510300
Census Tract 5104; Santa Clara County; California,3767,1796,54,878,163,29,1206,19,37,250001,1289,21,3767,1829,0,1658,120,06,085,510400,Santa Clara,06085510400
Census Tract 5105; Santa Clara County; California,4637,1889,29,1062,55,33,1269,64,31,250001,1681,91,4637,2418,11,1866,165,06,085,510500,Santa Clara,06085510500
Census Tract 5106; Santa Clara County; California,6100,2636,84,1351,95,128,1699,91,10,159250,2132,79,6100,2645,135,1729,1053,06,085,510600,Santa Clara,06085510600
Census Tract 5107; Santa Clara County; California,4784,2908,66,1555,260,0,2114,47,26,197257,2161,102,4784,1999,33,2406,168,06,085,510700,Santa Clara,06085510700
Census Tract 5108.01; Santa Clara County; California,5595,2525,76,1326,166,41,1812,37,143,246048,1988,84,5595,2051,314,2477,153,06,085,510801,Santa Clara,06085510801
Census Tract 5108.02; Santa Clara County; California,1997,806,17,415,25,34,570,34,0,250001,709,30,1997,1050,0,697,98,06,085,510802,Santa Clara,06085510802
Census Tract 5108.03; Santa Clara County; California,3435,1735,62,919,138,156,1335,11,20,250001,1184,111,3435,1498,61,1362,434,06,085,510803,Santa Clara,06085510803
Census Tract 5109; Santa Clara County; California,5122,2577,182,1620,91,0,2077,69,53,181712,2069,253,5122,2609,107,1877,114,06,085,510900,Santa Clara,06085510900
Census Tract 5110; Santa Clara County; California,7208,3646,166,2107,81,15,2642,121,58,231856,2305,50,7208,2701,58,3311,686,06,085,511000,Santa Clara,06085511000
Census Tract 5111; Santa Clara County; California,5643,2309,73,1287,180,0,1669,58,37,250001,2012,61,5643,2427,17,2638,228,06,085,511100,Santa Clara,06085511100
Census Tract 5112; Santa Clara County; California,4995,2416,89,996,54,66,1426,45,60,250001,1715,27,4995,3060,29,1075,308,06,085,511200,Santa Clara,06085511200
Census Tract 5113.01; Santa Clara County; California,3925,2078,58,724,94,183,1308,47,0,215625,1616,123,3925,2292,311,638,203,06,085,511301,Santa Clara,06085511301
Census Tract 5113.02; Santa Clara County; California,3466,1712,197,680,29,92,1230,161,93,100852,1911,625,3466,2039,75,1046,171,06,085,511302,Santa Clara,06085511302
Census Tract 5114; Santa Clara County; California,3705,1858,47,947,73,20,1211,26,0,250001,1358,10,3705,2008,4,1326,187,06,085,511400,Santa Clara,06085511400
Census Tract 5115.01; Santa Clara County; California,4820,2579,112,913,188,232,1799,56,5,196429,1954,250,4820,2645,138,1395,304,06,085,511501,Santa Clara,06085511501
Census Tract 5115.02; Santa Clara County; California,3223,1444,14,441,53,118,960,12,0,250001,936,30,3223,2177,96,453,308,06,085,511502,Santa Clara,06085511502
Census Tract 5116.08; Santa Clara County; California,3252,1285,31,185,84,395,1002,71,0,45655,171,72,3252,1099,238,848,780,06,085,511608,Santa Clara,06085511608
Census Tract 5116.09; Santa Clara County; California,3274,1629,33,674,20,372,1384,27,17,150192,1632,167,3274,1863,42,632,518,06,085,511609,Santa Clara,06085511609
Census Tract 5117.01; Santa Clara County; California,4346,1738,0,829,32,32,926,54,0,219167,1576,8,4346,2377,0,1130,483,06,085,511701,Santa Clara,06085511701
Census Tract 5117.02; Santa Clara County; California,2829,1113,6,677,37,0,736,19,0,250001,994,8,2829,1634,0,873,105,06,085,511702,Santa Clara,06085511702
Census Tract 5117.04; Santa Clara County; California,4577,2039,16,1337,58,19,1464,16,36,250001,1684,36,4577,2277,0,1982,167,06,085,511704,Santa Clara,06085511704
Census Tract 5117.05; Santa Clara County; California,2047,980,38,432,19,28,862,0,0,250001,612,14,2047,1389,63,345,158,06,085,511705,Santa Clara,06085511705
Census Tract 5117.07; Santa Clara County; California,3090,1179,5,546,63,7,630,5,0,211250,1186,120,3090,1581,80,1174,177,06,085,511707,Santa Clara,06085511707
Census Tract 5118; Santa Clara County; California,4538,2382,60,1641,211,30,1963,155,121,197361,1656,22,4538,3719,0,222,230,06,085,511800,Santa Clara,06085511800
Census Tract 5119.05; Santa Clara County; California,2969,1348,28,792,111,0,940,128,29,241440,1009,7,2969,1491,21,1305,77,06,085,511905,Santa Clara,06085511905
Census Tract 5119.07; Santa Clara County; California,4144,1919,28,1084,223,0,1342,175,38,250001,1237,46,4144,1330,72,2319,226,06,085,511907,Santa Clara,06085511907
Census Tract 5119.10; Santa Clara County; California,3051,1474,0,1131,68,0,1215,90,51,250001,1082,8,3051,1934,0,716,162,06,085,511910,Santa Clara,06085511910
Census Tract 5119.11; Santa Clara County; California,5049,2565,34,1660,194,42,1977,143,105,164821,2007,30,5049,2921,149,1230,445,06,085,511911,Santa Clara,06085511911
Census Tract 5119.12; Santa Clara County; California,5705,2521,36,1301,375,0,1764,186,25,250001,1717,8,5705,1987,0,2928,387,06,085,511912,Santa Clara,06085511912
Census Tract 5119.13; Santa Clara County; California,4624,2329,69,1404,122,14,1618,125,59,250001,1432,23,4624,2778,18,872,612,06,085,511913,Santa Clara,06085511913
Census Tract 5119.14; Santa Clara County; California,6327,2849,143,1646,113,44,1946,222,167,247039,1967,59,6327,3350,282,1593,365,06,085,511914,Santa Clara,06085511914
Census Tract 5119.15; Santa Clara County; California,4055,1911,0,1251,172,11,1520,120,36,93382,1384,296,4055,1082,0,930,1954,06,085,511915,Santa Clara,06085511915
Census Tract 5119.16; Santa Clara County; California,4463,2022,52,1268,177,36,1578,145,50,191458,1549,91,4463,1988,172,1461,584,06,085,511916,Santa Clara,06085511916
Census Tract 5119.17; Santa Clara County; California,4220,2025,85,1152,79,0,1316,150,102,239073,1575,15,4220,1630,0,2427,42,06,085,511917,Santa Clara,06085511917
Census Tract 5119.18; Santa Clara County; California,3127,1127,44,740,0,0,837,84,0,231724,966,23,3127,1496,0,1075,348,06,085,511918,Santa Clara,06085511918
Census Tract 5120.01; Santa Clara County; California,6384,3308,84,2302,338,0,2763,509,84,192176,1836,74,6384,1264,224,3149,954,06,085,512001,Santa Clara,06085512001
Census Tract 5120.05; Santa Clara County; California,6633,3291,250,1854,375,35,2523,147,60,176855,2113,12,6633,3063,46,1437,1666,06,085,512005,Santa Clara,06085512005
Census Tract 5120.19; Santa Clara County; California,4404,2018,12,1525,112,21,1693,209,76,126326,1485,18,4404,1607,72,1405,1096,06,085,512019,Santa Clara,06085512019
Census Tract 5120.21; Santa Clara County; California,6133,3386,0,2160,465,13,2638,156,16,144632,2036,128,6133,2271,222,2393,931,06,085,512021,Santa Clara,06085512021
Census Tract 5120.22; Santa Clara County; California,6217,2776,47,1995,373,33,2472,108,58,89831,1854,157,6217,1211,131,2936,1659,06,085,512022,Santa Clara,06085512022
Census Tract 5120.23; Santa Clara County; California,5737,2992,33,2105,446,2,2628,175,29,98722,1927,43,5737,1088,358,1309,2524,06,085,512023,Santa Clara,06085512023
Census Tract 5120.24; Santa Clara County; California,4977,2539,115,1805,174,88,2187,66,91,137275,1737,133,4977,2273,164,1008,1222,06,085,512024,Santa Clara,06085512024
Census Tract 5120.25; Santa Clara County; California,2983,1470,23,808,169,12,1070,44,0,226364,968,50,2983,1170,61,894,634,06,085,512025,Santa Clara,06085512025
Census Tract 5120.26; Santa Clara County; California,3680,2122,60,1418,291,44,1813,176,97,117162,1274,23,3680,805,162,1301,1211,06,085,512026,Santa Clara,06085512026
Census Tract 5120.27; Santa Clara County; California,4237,2156,99,1313,219,26,1678,318,55,117194,1466,179,4237,1638,29,1268,1077,06,085,512027,Santa Clara,06085512027
Census Tract 5120.29; Santa Clara County; California,7849,3978,70,3086,328,27,3515,402,55,155000,2516,52,7849,3292,93,1401,2694,06,085,512029,Santa Clara,06085512029
Census Tract 5120.30; Santa Clara County; California,2922,1329,41,885,113,0,1053,95,37,182344,905,32,2922,1336,67,907,409,06,085,512030,Santa Clara,06085512030
Census Tract 5120.31; Santa Clara County; California,4378,2145,64,1612,127,19,1848,166,49,184917,1377,5,4378,1941,0,1118,993,06,085,512031,Santa Clara,06085512031
Census Tract 5120.32; Santa Clara County; California,3314,1510,46,1053,144,0,1308,140,54,153947,1148,0,3314,1069,59,940,1036,06,085,512032,Santa Clara,06085512032
Census Tract 5120.34; Santa Clara County; California,2932,1534,52,1061,147,0,1297,213,101,169219,988,31,2932,1160,0,793,850,06,085,512034,Santa Clara,06085512034
Census Tract 5120.35; Santa Clara County; California,4900,2131,0,1571,228,0,1818,31,71,186731,1312,65,4900,1197,189,1257,1886,06,085,512035,Santa Clara,06085512035
Census Tract 5120.36; Santa Clara County; California,4884,2955,36,2254,215,105,2627,266,47,143729,1802,63,4884,1662,104,1411,1390,06,085,512036,Santa Clara,06085512036
Census Tract 5120.37; Santa Clara County; California,3064,1524,6,1167,50,4,1280,153,33,172929,952,16,3064,1170,72,897,756,06,085,512037,Santa Clara,06085512037
Census Tract 5120.38; Santa Clara County; California,3142,1577,92,1022,245,15,1386,108,17,95795,1015,51,3142,769,426,1196,691,06,085,512038,Santa Clara,06085512038
Census Tract 5120.39; Santa Clara County; California,6127,3029,73,2180,561,0,2872,246,32,134594,1445,72,6127,480,299,2184,3135,06,085,512039,Santa Clara,06085512039
Census Tract 5120.42; Santa Clara County; California,2991,1459,65,1033,164,0,1318,136,12,112969,815,83,2991,195,201,1197,1222,06,085,512042,Santa Clara,06085512042
Census Tract 5120.43; Santa Clara County; California,5919,2637,71,1893,356,79,2515,170,134,63033,1648,151,5919,567,139,1625,3543,06,085,512043,Santa Clara,06085512043
Census Tract 5120.45; Santa Clara County; California,5244,2621,67,1911,225,16,2260,247,65,174926,1707,62,5244,2224,14,1309,1319,06,085,512045,Santa Clara,06085512045
Census Tract 5120.47; Santa Clara County; California,5783,3073,10,2133,435,65,2654,216,28,187813,1657,12,5783,2712,77,1222,1507,06,085,512047,Santa Clara,06085512047
Census Tract 5120.52; Santa Clara County; California,4279,2360,44,1656,203,6,1912,79,18,132698,1720,86,4279,1705,154,880,1214,06,085,512052,Santa Clara,06085512052
Census Tract 5120.53; Santa Clara County; California,5205,2736,17,1735,141,24,1961,204,33,138750,1610,43,5205,1681,371,611,2233,06,085,512053,Santa Clara,06085512053
Census Tract 5120.54; Santa Clara County; California,4150,2357,69,1333,431,0,1885,132,129,116250,1719,83,4150,765,237,1259,1621,06,085,512054,Santa Clara,06085512054
Census Tract 5120.55; Santa Clara County; California,3532,2116,66,1544,332,35,1985,8,58,108393,873,14,3532,518,236,1876,866,06,085,512055,Santa Clara,06085512055
Census Tract 5120.56; Santa Clara County; California,3125,1665,55,1382,211,0,1648,152,105,101111,1008,125,3125,804,49,685,1308,06,085,512056,Santa Clara,06085512056
Census Tract 5120.57; Santa Clara County; California,4125,2449,0,1532,571,0,2131,89,0,151146,998,114,4125,1081,41,1056,1935,06,085,512057,Santa Clara,06085512057
Census Tract 5120.58; Santa Clara County; California,5504,3206,51,2278,253,57,2708,288,63,113893,2311,82,5504,1212,222,2350,1416,06,085,512058,Santa Clara,06085512058
Census Tract 5120.59; Santa Clara County; California,6927,3199,172,2190,157,61,2637,292,26,148700,2220,22,6927,2594,156,1955,1731,06,085,512059,Santa Clara,06085512059
Census Tract 5121; Santa Clara County; California,1640,642,11,466,44,21,542,51,16,93542,478,13,1640,462,10,191,920,06,085,512100,Santa Clara,06085512100
Census Tract 5122; Santa Clara County; California,4905,2418,70,1510,254,88,1970,324,250,235674,1699,27,4905,2412,96,497,1356,06,085,512200,Santa Clara,06085512200
Census Tract 5123.05; Santa Clara County; California,4658,2297,26,1652,291,0,1975,267,115,223125,1392,0,4658,2013,22,1098,1055,06,085,512305,Santa Clara,06085512305
Census Tract 5123.07; Santa Clara County; California,6918,2704,44,2044,230,61,2379,134,87,151477,2329,81,6918,3162,227,711,2453,06,085,512307,Santa Clara,06085512307
Census Tract 5123.08; Santa Clara County; California,8460,3914,122,2357,325,11,2854,483,279,229395,2649,23,8460,4698,102,1387,1825,06,085,512308,Santa Clara,06085512308
Census Tract 5123.09; Santa Clara County; California,5295,2757,62,2027,233,42,2384,451,118,193854,1685,47,5295,2998,22,752,1244,06,085,512309,Santa Clara,06085512309
Census Tract 5123.10; Santa Clara County; California,5395,2293,31,1721,199,66,2060,273,113,101500,1764,62,5395,1475,216,878,2635,06,085,512310,Santa Clara,06085512310
Census Tract 5123.11; Santa Clara County; California,4171,1933,24,1331,143,21,1577,178,42,147681,1305,52,4171,1536,213,742,1486,06,085,512311,Santa Clara,06085512311
Census Tract 5123.12; Santa Clara County; California,3493,1855,95,1086,232,0,1429,303,105,185375,1155,0,3493,1572,5,651,1038,06,085,512312,Santa Clara,06085512312
Census Tract 5123.13; Santa Clara County; California,3833,1891,41,1299,309,42,1745,233,31,110954,1147,41,3833,955,163,467,1925,06,085,512313,Santa Clara,06085512313
Census Tract 5123.14; Santa Clara County; California,7077,3173,26,2256,180,108,2673,616,159,108950,2269,126,7077,2715,73,901,3058,06,085,512314,Santa Clara,06085512314
Census Tract 5124.01; Santa Clara County; California,4600,2235,52,1489,189,155,1894,403,266,155431,1492,0,4600,2284,493,45,1519,06,085,512401,Santa Clara,06085512401
Census Tract 5124.02; Santa Clara County; California,5246,2368,31,1534,180,124,1881,365,133,140000,1620,76,5246,2328,8,484,2214,06,085,512402,Santa Clara,06085512402
Census Tract 5125.05; Santa Clara County; California,7947,3693,56,2798,503,42,3459,574,152,125716,2293,10,7947,1258,76,1085,5332,06,085,512505,Santa Clara,06085512505
Census Tract 5125.09; Santa Clara County; California,8056,3497,154,2308,361,16,2847,581,277,183036,1937,63,8056,1487,542,1204,4132,06,085,512509,Santa Clara,06085512509
Census Tract 5125.10; Santa Clara County; California,6844,3160,0,2320,190,0,2536,362,209,105833,2514,202,6844,2628,49,924,2944,06,085,512510,Santa Clara,06085512510
Census Tract 5125.11; Santa Clara County; California,4872,2061,42,1533,213,0,1800,202,11,112188,1598,187,4872,1527,133,119,2847,06,085,512511,Santa Clara,06085512511
Census Tract 5125.12; Santa Clara County; California,4052,1514,0,965,461,15,1458,275,124,88587,1058,0,4052,1055,0,385,2591,06,085,512512,Santa Clara,06085512512
Census Tract 5125.13; Santa Clara County; California,3761,1746,36,1384,135,30,1613,213,69,90213,1113,35,3761,433,0,223,3052,06,085,512513,Santa Clara,06085512513
Census Tract 5125.14; Santa Clara County; California,2924,1299,13,928,258,11,1261,228,63,127266,793,25,2924,334,136,272,2002,06,085,512514,Santa Clara,06085512514
Census Tract 5125.15; Santa Clara County; California,5028,2203,32,1623,126,0,1781,175,95,161989,1457,46,5028,2357,0,734,1499,06,085,512515,Santa Clara,06085512515
Census Tract 5125.16; Santa Clara County; California,4525,1986,32,1141,637,20,1830,71,173,149424,1465,24,4525,1443,14,629,2328,06,085,512516,Santa Clara,06085512516
Census Tract 5126.02; Santa Clara County; California,2838,1093,10,677,201,14,902,157,51,136146,751,17,2838,1107,15,208,1402,06,085,512602,Santa Clara,06085512602
Census Tract 5126.03; Santa Clara County; California,4357,2183,32,1624,364,49,2081,190,162,90101,1089,50,4357,463,61,57,3701,06,085,512603,Santa Clara,06085512603
Census Tract 5126.04; Santa Clara County; California,4744,2106,45,1623,307,60,2035,246,123,80552,1163,11,4744,504,118,203,3741,06,085,512604,Santa Clara,06085512604
Census Tract 5130; Santa Clara County; California,10780,4674,97,846,130,1209,3873,75,18,50346,2522,1009,10780,4575,414,3099,1829,06,085,513000,Santa Clara,06085513000
Census Tract 5135; Santa Clara County; California,1362,629,0,391,39,27,465,66,23,111964,341,0,1362,700,8,119,516,06,085,513500,Santa Clara,06085513500
Census Tract 2501.03; Solano County; California,4232,1971,83,1284,325,52,1800,111,214,105903,1407,75,4232,877,643,1410,989,06,095,250103,Solano,06095250103
Census Tract 2501.04; Solano County; California,2225,968,54,727,121,0,934,125,68,88125,785,95,2225,494,420,852,386,06,095,250104,Solano,06095250104
Census Tract 2501.05; Solano County; California,7595,3000,203,2275,198,0,2676,593,263,109918,2518,25,7595,1221,956,3888,949,06,095,250105,Solano,06095250105
Census Tract 2501.06; Solano County; California,3668,1884,62,1253,303,0,1676,195,122,168750,1092,0,3668,833,289,1680,442,06,095,250106,Solano,06095250106
Census Tract 2502; Solano County; California,4560,2223,117,1558,257,53,2083,259,343,76875,1525,122,4560,994,794,1174,1425,06,095,250200,Solano,06095250200
Census Tract 2503; Solano County; California,3526,1703,0,1287,251,20,1575,301,165,70278,1226,86,3526,1048,501,741,1072,06,095,250300,Solano,06095250300
Census Tract 2504; Solano County; California,3511,1651,46,1172,313,0,1553,173,81,82711,1284,41,3511,1580,342,190,1017,06,095,250400,Solano,06095250400
Census Tract 2505.01; Solano County; California,2473,1312,53,811,339,0,1227,82,99,110250,905,18,2473,1141,224,130,784,06,095,250501,Solano,06095250501
Census Tract 2505.02; Solano County; California,3250,1550,35,1135,158,48,1382,86,52,104145,1357,0,3250,1086,471,744,472,06,095,250502,Solano,06095250502
Census Tract 2506.01; Solano County; California,5270,2271,46,1736,286,0,2131,323,122,84668,1473,37,5270,649,1024,613,2807,06,095,250601,Solano,06095250601
Census Tract 2506.04; Solano County; California,4057,1784,40,1232,240,6,1585,137,108,104805,1487,29,4057,759,834,1443,804,06,095,250604,Solano,06095250604
